"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9870","Login test with logger","chromium","Tue Sep 23 23:29:34 NZST 2025","failed","Tue Sep 23 23:29:44 NZST 2025","","logintest.spec.ts","",""
